UtcTime,PlusXRedDeg,MinusXRedDeg,PlusYGreenDeg,MinusYGreenDeg,PlusZBlueDeg,MinusZBlueDeg
05-Aug-2026 22:46:38,59.9807513359333,120.019248664067,146.587055281315,33.4129447186854,103.302922621369,76.697077378631
05-Aug-2026 22:46:47,60.6099498803031,119.390050119697,147.350694666844,32.6493053331564,102.949523543821,77.0504764561785
05-Aug-2026 22:46:55,61.1761971421485,118.823802857852,148.041946165059,31.9580538349412,102.617848037094,77.3821519629059
05-Aug-2026 22:47:03,61.7511570317951,118.248842968205,148.742881772522,31.2571182274776,102.277861079104,77.722138920896
05-Aug-2026 22:47:11,62.3256497547096,117.67435024529,149.440388070145,30.5596119298546,101.939094777144,78.0609052228563
05-Aug-2026 22:47:20,62.9792103423218,117.020789657678,150.227277876321,29.7727221236788,101.562019793078,78.4379802069221
05-Aug-2026 22:47:36,35.5107633062313,144.489236693769,121.233608904899,58.7663910951011,105.174892006961,74.825107993039
05-Aug-2026 22:47:44,24.3544935316218,155.645506468378,111.098010223941,68.9019897760592,101.607471114606,78.3925288853939
05-Aug-2026 22:47:53,18.3293583944741,161.670641605526,105.599581999948,74.4004180000523,99.383543781587,80.616456218413
05-Aug-2026 22:48:01,15.3565219500413,164.643478049959,102.836555293875,77.1634447061249,98.2866524597901,81.7133475402099
05-Aug-2026 22:48:09,13.926368781138,166.073631218862,101.483174680268,78.5168253197318,97.7728342050304,82.2271657949695
05-Aug-2026 22:48:26,13.1917838546876,166.808216145312,100.708934696253,79.291065303747,97.6130159978801,82.3869840021199
05-Aug-2026 22:48:34,13.1407771153573,166.859222884643,100.602760925433,79.3972390745673,97.6735603068275,82.3264396931725
05-Aug-2026 22:48:43,13.2754763329466,166.724523667053,100.659044337201,79.3409556627992,97.8214751396699,82.1785248603301
05-Aug-2026 22:48:51,13.3914358702696,166.60856412973,100.69893015668,79.3010698433195,97.959425193672,82.040574806328
05-Aug-2026 22:48:59,13.5300236382264,166.469976361774,100.743445975853,79.2565540241474,98.1271499391236,81.8728500608764
05-Aug-2026 22:49:16,13.9024242584496,166.09757574155,100.928203904594,79.0717960954062,98.4885298095984,81.5114701904016
05-Aug-2026 22:49:24,14.0944474897209,165.905552510279,101.017945984835,78.9820540151648,98.6802734044632,81.3197265955368
05-Aug-2026 22:49:32,14.2780446448496,165.72195535515,101.098955242518,78.9010447574816,98.8684745882541,81.1315254117459
05-Aug-2026 22:49:40,14.4806992833677,165.519300716632,101.189417083297,78.8105829167027,99.0736076153326,80.9263923846674
05-Aug-2026 22:49:49,14.7424831949047,165.257516805095,101.339657031485,78.6603429685154,99.2964870710347,80.7035129289653
05-Aug-2026 22:49:57,14.9619990833454,165.038000916655,101.439101974649,78.5608980253509,99.5144256230601,80.4855743769399
05-Aug-2026 22:50:05,15.1584722877467,164.841527712253,101.509285188894,78.490714811106,99.7305298257746,80.2694701742254
05-Aug-2026 22:50:14,15.4498240285132,164.550175971487,101.657285208193,78.3427147918071,99.9975140471805,80.0024859528195
05-Aug-2026 22:50:22,15.682006916858,164.317993083142,101.765846939832,78.234153060168,100.219992603378,79.7800073966225
05-Aug-2026 22:50:38,16.1550453155754,163.844954684425,101.932233806263,78.0677661937373,100.730824159518,79.2691758404822
05-Aug-2026 22:50:47,16.4788204741782,163.521179525822,102.096742257179,77.9032577428215,101.021208917683,78.9787910823173
05-Aug-2026 22:50:55,16.7528799029676,163.247120097032,102.196905350554,77.8030946494456,101.308060579838,78.6919394201622
05-Aug-2026 22:51:03,17.0324200233297,162.96757997667,102.294101985561,77.7058980144394,101.603847363652,78.3961526363484
05-Aug-2026 22:51:12,17.397319778965,162.602680221035,102.47213768878,77.5278623112195,101.93370787521,78.0662921247901
05-Aug-2026 22:51:21,17.7214244642103,162.27857553579,102.559555834411,77.4404441655895,102.29786723902,77.7021327609798
05-Aug-2026 22:51:28,18.0160356959983,161.983964304002,102.677351481353,77.3226485186469,102.587433506594,77.4125664934057
05-Aug-2026 22:51:36,18.3476702184861,161.652329781514,102.788446655835,77.2115533441646,102.932953287675,77.0670467123254
05-Aug-2026 22:51:45,18.751544848334,161.248455151666,102.972007110321,77.0279928896792,103.303562691046,76.6964373089535
05-Aug-2026 22:51:53,19.108321479289,160.891678520711,103.082167627945,76.9178323720555,103.679516232791,76.3204837672092
05-Aug-2026 22:52:10,19.9043516557298,160.09564834427,103.364666007312,76.6353339926877,104.474847062162,75.5251529378376
05-Aug-2026 22:52:18,20.2884909255015,159.711509074498,103.464508204553,76.5354917954474,104.888527675389,75.1114723246108
05-Aug-2026 22:52:26,20.6959231449192,159.304076855081,103.586245709072,76.4137542909281,105.309709962908,74.6902900370921
05-Aug-2026 22:52:34,21.1210999957722,158.878900004228,103.70806147306,76.2919385269397,105.75089702718,74.2491029728202
05-Aug-2026 22:52:43,21.6089464064321,158.391053593568,103.888748317376,76.1112516826238,106.218019081175,73.7819809188253
05-Aug-2026 22:52:51,22.0689471455495,157.931052854451,104.01083410427,75.9891658957299,106.697500259723,73.302499740277
05-Aug-2026 22:52:59,22.5377103570263,157.462289642974,104.122620716339,75.877379283661,107.193314022914,72.8066859770857
05-Aug-2026 22:53:08,23.0650194745034,156.934980525497,104.318324046535,75.6816759534648,107.689139059213,72.3108609407872
05-Aug-2026 22:53:22,23.9591206961335,156.040879303867,104.56662201558,75.4333779844203,108.591917429034,71.4080825709665
05-Aug-2026 22:53:24,24.080181114457,155.919818885543,104.574526243722,75.4254737562776,108.734033563967,71.2659664360332
05-Aug-2026 22:53:41,45.6849900925727,134.315009907427,131.500579316353,48.4994206836474,105.661933779645,74.3380662203545
05-Aug-2026 22:53:49,67.306855529647,112.693144470353,156.466738573611,23.5332614263888,95.9058870685903,84.0941129314097
05-Aug-2026 22:53:57,80.9105484650971,99.0894515349029,170.841662813834,9.15833718616588,88.8882343116551,91.1117656883449
05-Aug-2026 22:54:06,88.2454288298222,91.7545711701778,174.717746617149,5.28225338285087,85.0192260105389,94.9807739894611
05-Aug-2026 22:54:14,92.025363746029,87.974636253971,172.762400876357,7.23759912364296,83.0544794890538,96.9455205109462
05-Aug-2026 22:54:31,95.4531006366959,84.5468993633041,169.642309618758,10.3576903812424,81.2208867618899,98.7791132381101
05-Aug-2026 22:54:39,96.3085500587849,83.6914499412151,168.751867985033,11.248132014967,80.7255832664266,99.2744167335734
05-Aug-2026 22:54:47,96.9855683504622,83.0144316495378,168.004265142051,11.9957348579492,80.2970569512992,99.7029430487008
05-Aug-2026 22:54:56,97.6115626603964,82.3884373396036,167.283748510306,12.716251489694,79.8741632882838,100.125836711716
