Local Date/Time,Remote Date/Time,Unix time,Unix milliseconds,Uptime (s),Counter,Time integer seconds (s),Time nanoseconds (ns),MAG0 calibrated vector X component (uT),MAG0 calibrated vector Y component (uT),MAG0 calibrated vector Z component (uT),MAG1 calibrated vector X component (uT),MAG1 calibrated vector Y component (uT),MAG1 calibrated vector Z component (uT),MAG0 valid flag,MAG1 valid flag,MAG0 best for estimators flag,MAG1 best for estimators flag,Time integer seconds (s),Time nanoseconds (ns),MAG0 raw vector X component (uT),MAG0 raw vector Y component (uT),MAG0 raw vector Z component (uT),MAG1 raw vector X component (uT),MAG1 raw vector Y component (uT),MAG1 raw vector Z component (uT),MAG0 valid flag,MAG1 valid flag,Time integer seconds (s),Time nanoseconds (ns),CSS0 raw measurement,CSS1 raw measurement,CSS2 raw measurement,CSS3 raw measurement,CSS4 raw measurement,CSS5 raw measurement,CSS6 raw measurement,CSS7 raw measurement,CSS8 raw measurement,CSS9 raw measurement,CSS valid flag,Time integer seconds (s),Time nanoseconds (ns),Estimated ORC quaternion Q0,Estimated ORC quaternion Q1,Estimated ORC quaternion Q2,Estimated ORC quaternion Q3,Estimated body rate (ORC) X component (degps),Estimated body rate (ORC) Y component (degps),Estimated body rate (ORC) Z component (degps),
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:44:22.850,1776833062,850,420225542,2355103,1776833062,800000000,-19.13,7.83,-4.14,0,0,0,True,False,True,False,1776833062,800000000,-7.83,-19.13,-4.14,0,0,0,True,False,1776833062,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833062,800000000,-8.7440916E-05,0.00013998897,0.00016820169,0.9922834,-0.005179003,-0.00067600195,-0.002323641,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:44:32.850,1776833072,850,420235542,2355113,1776833072,800000000,-18.900000000000002,7.75,-4.51,0,0,0,True,False,True,False,1776833072,800000000,-7.75,-18.900000000000002,-4.51,0,0,0,True,False,1776833072,800000000,3,3,3,4,3,3,3,3,3,3,False,1776833072,800000000,-0.0002676378,0.00014604114,0.00021305833,0.9922834,0.007272689,-0.0031707285,-0.0022682566,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:44:42.850,1776833082,850,420245542,2355123,1776833082,800000000,-18.7,7.75,-4.88,0,0,0,True,False,True,False,1776833082,800000000,-7.75,-18.7,-4.88,0,0,0,True,False,1776833082,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833082,800000000,-0.000389237,0.00015669398,0.00021240937,0.9922834,-0.00027358686,-0.010653287,-0.002226134,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:44:52.849,1776833092,849,420255541,2355133,1776833092,800000000,-18.53,7.9,-5.42,0,0,0,True,False,True,False,1776833092,800000000,-7.9,-18.53,-5.42,0,0,0,True,False,1776833092,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833092,800000000,-0.00038800485,0.00018364107,0.0002588307,0.9922834,0.0071716593,0.004366085,0.0053077172,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:02.849,1776833102,849,420265542,2355143,1776833102,800000000,-18.3,7.76,-5.67,0,0,0,True,False,True,False,1776833102,800000000,-7.76,-18.3,-5.67,0,0,0,True,False,1776833102,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833102,800000000,-0.00046216915,0.00028459987,0.00022037387,0.9922834,0.0021098366,-0.00059536705,-0.004643205,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:12.849,1776833112,849,420275542,2355153,1776833112,800000000,-18.09,7.82,-6.0600000000000005,0,0,0,True,False,True,False,1776833112,800000000,-7.82,-18.09,-6.0600000000000005,0,0,0,True,False,1776833112,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833112,800000000,-0.0005922377,0.00026702572,0.00029704472,0.9922834,-0.0029736098,-0.0030601916,0.005419642,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:22.849,1776833122,849,420285542,2355163,1776833122,800000000,-17.95,7.92,-6.6000000000000005,0,0,0,True,False,True,False,1776833122,800000000,-7.92,-17.95,-6.6000000000000005,0,0,0,True,False,1776833122,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833122,800000000,-0.0006450703,0.0003288867,0.000320352,0.9922834,0.009452233,-0.00051039655,0.0054757325,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:32.849,1776833132,849,420295542,2355173,1776833132,800000000,-17.650000000000002,7.78,-6.7700000000000005,0,0,0,True,False,True,False,1776833132,800000000,-7.78,-17.650000000000002,-6.7700000000000005,0,0,0,True,False,1776833132,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833132,800000000,-0.0006554561,0.00039716886,0.00036073677,0.9922834,-0.00063328247,-0.00044916497,-0.0044697537,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:42.849,1776833142,849,420305542,2355183,1776833142,800000000,-17.47,7.76,-7.12,0,0,0,True,False,True,False,1776833142,800000000,-7.76,-17.47,-7.12,0,0,0,True,False,1776833142,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833142,800000000,-0.0007302811,0.0003868429,0.0002896418,0.9922834,0.006753562,-0.0054091695,-0.0069099665,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:45:52.849,1776833152,849,420315542,2355193,1776833152,800000000,-17.25,7.890000000000001,-7.55,0,0,0,True,False,True,False,1776833152,800000000,-7.890000000000001,-17.25,-7.55,0,0,0,True,False,1776833152,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833152,800000000,-0.00081694673,0.00050860445,0.00030189104,0.9922834,-0.003344015,-0.0028422659,-0.0068486766,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:02.849,1776833162,849,420325542,2355203,1776833162,800000000,-16.98,7.7700000000000005,-7.73,0,0,0,True,False,True,False,1776833162,800000000,-7.7700000000000005,-16.98,-7.73,0,0,0,True,False,1776833162,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833162,800000000,-0.0009376115,0.00050439104,0.00036341784,0.9922836,0.0040301,-0.0027785997,-0.0067707263,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:12.850,1776833172,850,420335542,2355213,1776833172,800000000,-16.77,7.84,-8.13,0,0,0,True,False,True,False,1776833172,800000000,-7.84,-16.77,-8.13,0,0,0,True,False,1776833172,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833172,800000000,-0.00093384605,0.00046541932,0.00031514378,0.99228376,0.0063984813,-0.0052230535,-0.009217969,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:22.850,1776833182,850,420345542,2355223,1776833182,800000000,-16.62,7.86,-8.47,0,0,0,True,False,True,False,1776833182,800000000,-7.86,-16.62,-8.47,0,0,0,True,False,1776833182,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833182,800000000,-0.0009502678,0.0004815537,0.00030773773,0.992284,0.013772186,-0.0076627387,0.0008378481,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:32.849,1776833192,849,420355542,2355233,1776833192,800000000,-16.330000000000002,7.72,-8.66,0,0,0,True,False,True,False,1776833192,800000000,-7.72,-16.330000000000002,-8.66,0,0,0,True,False,1776833192,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833192,800000000,-0.0010033428,0.0004779161,0.00025857348,0.9922843,0.018628612,-0.0026049034,0.003398756,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:42.850,1776833202,850,420365542,2355243,1776833202,800000000,-16.14,7.74,-8.98,0,0,0,True,False,True,False,1776833202,800000000,-7.74,-16.14,-8.98,0,0,0,True,False,1776833202,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833202,800000000,-0.001138821,0.0004958024,0.00031161992,0.9922846,0.0059872167,-0.0025440855,-0.0015334961,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:46:52.850,1776833212,850,420375542,2355253,1776833212,800000000,-15.93,7.8,-9.3,0,0,0,True,False,True,False,1776833212,800000000,-7.8,-15.93,-9.3,0,0,0,True,False,1776833212,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833212,800000000,-0.000976857,0.0004127595,0.00025115037,0.9922849,0.010853569,7.643942E-06,0.0034904436,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:02.849,1776833222,849,420385542,2355263,1776833222,800000000,-15.74,7.6000000000000005,-9.55,0,0,0,True,False,True,False,1776833222,800000000,-7.6000000000000005,-15.74,-9.55,0,0,0,True,False,1776833222,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833222,800000000,-0.0010642685,0.00051179255,0.00024211111,0.9922849,0.00072258647,-0.0049304096,0.0010485308,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:12.850,1776833232,850,420395542,2355273,1776833232,800000000,-15.49,7.640000000000001,-9.700000000000001,0,0,0,True,False,True,False,1776833232,800000000,-7.640000000000001,-15.49,-9.700000000000001,0,0,0,True,False,1776833232,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833232,800000000,-0.0010736556,0.00048980943,0.0002550982,0.9922853,0.0055916766,-0.0073679266,0.0035941277,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:22.850,1776833242,850,420405543,2355283,1776833242,800000000,-15.3,7.67,-10.11,0,0,0,True,False,True,False,1776833242,800000000,-7.67,-15.3,-10.11,0,0,0,True,False,1776833242,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833242,800000000,-0.00080306066,0.0004305531,0.00018219133,0.9922856,0.0030069351,0.00016177009,0.0010837425,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:32.850,1776833252,850,420415543,2355293,1776833252,800000000,-15.07,7.54,-10.17,0,0,0,True,False,True,False,1776833252,800000000,-7.54,-15.07,-10.17,0,0,0,True,False,1776833252,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833252,800000000,-0.0007918434,0.00040771448,0.00016186449,0.99228567,0.0054016495,-0.0022932293,-0.0038848268,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:42.850,1776833262,850,420425542,2355303,1776833262,800000000,-14.870000000000001,7.58,-10.4,0,0,0,True,False,True,False,1776833262,800000000,-7.58,-14.870000000000001,-10.4,0,0,0,True,False,1776833262,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833262,800000000,-0.0007239489,0.00031149524,0.00010028304,0.99228567,0.01281358,0.002725392,0.0061257756,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:47:52.850,1776833272,850,420435542,2355313,1776833272,800000000,-14.700000000000001,7.59,-10.69,0,0,0,True,False,True,False,1776833272,800000000,-7.59,-14.700000000000001,-10.69,0,0,0,True,False,1776833272,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833272,800000000,-0.00075421616,0.00032369877,0.0001682268,0.99228567,0.0077158534,-0.009743358,0.0011545391,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:02.849,1776833282,849,420445542,2355323,1776833282,800000000,-14.48,7.49,-10.81,0,0,0,True,False,True,False,1776833282,800000000,-7.49,-14.48,-10.81,0,0,0,True,False,1776833282,800000000,4,4,3,3,4,4,3,3,3,3,False,1776833282,800000000,-0.00075520127,0.00032415913,7.652961E-05,0.99228567,0.00512426,0.0027664066,-0.0013301483,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:12.850,1776833292,850,420455542,2355333,1776833292,800000000,-14.31,7.37,-10.92,0,0,0,True,False,True,False,1776833292,800000000,-7.37,-14.31,-10.92,0,0,0,True,False,1776833292,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833292,800000000,-0.00076073856,0.00013559934,4.6563164E-05,0.99228567,2.4112625E-05,-0.0047500497,-0.0038200163,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:22.849,1776833302,849,420465542,2355343,1776833302,800000000,-13.950000000000001,7.34,-11.25,0,0,0,True,False,True,False,1776833302,800000000,-7.34,-13.950000000000001,-11.25,0,0,0,True,False,1776833302,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833302,800000000,-0.00074920733,6.874502E-05,1.8706205E-05,0.99228567,0.0049196864,0.00023578826,-0.0038091415,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:32.850,1776833312,850,420475542,2355353,1776833312,800000000,-13.9,7.41,-11.36,0,0,0,True,False,True,False,1776833312,800000000,-7.41,-13.9,-11.36,0,0,0,True,False,1776833312,800000000,4,4,3,3,4,3,3,3,3,3,False,1776833312,800000000,-0.00077210367,0.000105376224,7.1739036E-05,0.99228567,-0.005162,-0.004758761,0.0012047105,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:42.849,1776833322,849,420485542,2355363,1776833322,800000000,-13.71,7.28,-11.5,0,0,0,True,False,True,False,1776833322,800000000,-7.28,-13.71,-11.5,0,0,0,True,False,1776833322,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833322,800000000,-0.0007248184,0.0001308783,5.425923E-05,0.99228567,0.007224485,-0.00474434,0.0012230573,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:48:52.850,1776833332,850,420495542,2355373,1776833332,800000000,-13.540000000000001,7.29,-11.63,0,0,0,True,False,True,False,1776833332,800000000,-7.29,-13.540000000000001,-11.63,0,0,0,True,False,1776833332,800000000,3,3,3,3,3,3,3,3,4,3,False,1776833332,800000000,-0.00076679117,0.00011599822,2.1759774E-05,0.99228567,0.004631706,0.0027411138,-0.0012634565,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:02.850,1776833342,850,420505542,2355383,1776833342,800000000,-13.24,7.24,-11.88,0,0,0,True,False,True,False,1776833342,800000000,-7.24,-13.24,-11.88,0,0,0,True,False,1776833342,800000000,4,4,4,3,4,3,3,3,3,3,False,1776833342,800000000,-0.0006692564,0.00012318365,-4.2272304E-06,0.99228567,0.004539813,0.0027327961,0.001236004,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:12.850,1776833352,850,420515542,2355393,1776833352,800000000,-13.18,7.140000000000001,-11.98,0,0,0,True,False,True,False,1776833352,800000000,-7.140000000000001,-13.18,-11.98,0,0,0,True,False,1776833352,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833352,800000000,-0.00065457186,0.00015330894,3.069449E-05,0.99228567,0.0044568474,-0.0047601685,0.0037502311,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:22.849,1776833362,849,420525542,2355403,1776833362,800000000,-13.030000000000001,7.2,-12.18,0,0,0,True,False,True,False,1776833362,800000000,-7.2,-13.030000000000001,-12.18,0,0,0,True,False,1776833362,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833362,800000000,-0.00063319894,0.000104095125,2.2149716E-05,0.99228567,0.0018655034,-0.0022844048,-0.0037451587,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:32.850,1776833372,850,420535542,2355413,1776833372,800000000,-12.93,7.04,-12.21,0,0,0,True,False,True,False,1776833372,800000000,-7.04,-12.93,-12.21,0,0,0,True,False,1776833372,800000000,4,4,3,3,4,3,3,3,3,3,False,1776833372,800000000,-0.00055254326,-8.646592E-05,2.9902225E-05,0.99228567,0.0068058227,-0.0023234517,0.0037484574,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:42.849,1776833382,849,420545542,2355423,1776833382,800000000,-12.790000000000001,6.99,-12.370000000000001,0,0,0,True,False,True,False,1776833382,800000000,-6.99,-12.790000000000001,-12.370000000000001,0,0,0,True,False,1776833382,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833382,800000000,-0.0004406706,-0.00010299677,2.4142468E-05,0.99228567,-0.000749158,-0.004861314,-0.0012649761,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:49:52.850,1776833392,850,420555542,2355433,1776833392,800000000,-12.540000000000001,6.99,-12.530000000000001,0,0,0,True,False,True,False,1776833392,800000000,-6.99,-12.540000000000001,-12.530000000000001,0,0,0,True,False,1776833392,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833392,800000000,-0.0003729374,-0.00017712383,-1.908211E-05,0.99228567,-0.0033067046,7.1843715E-05,0.0012218517,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:02.850,1776833402,850,420565542,2355443,1776833402,800000000,-12.42,6.8500000000000005,-12.63,0,0,0,True,False,True,False,1776833402,800000000,-6.8500000000000005,-12.42,-12.63,0,0,0,True,False,1776833402,800000000,4,4,3,3,4,3,3,3,3,3,False,1776833402,800000000,-0.00036771456,-0.00018164705,8.866633E-06,0.99228567,-0.0033602475,0.0025436252,0.0012282606,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:12.850,1776833412,850,420575543,2355453,1776833412,800000000,-12.34,6.82,-12.73,0,0,0,True,False,True,False,1776833412,800000000,-6.82,-12.34,-12.73,0,0,0,True,False,1776833412,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833412,800000000,-0.00036935182,-8.5303924E-05,8.686663E-06,0.99228567,0.0065842494,0.0050267726,-0.0037609434,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:22.849,1776833422,849,420585542,2355463,1776833422,800000000,-12.09,6.8,-12.86,0,0,0,True,False,True,False,1776833422,800000000,-6.8,-12.09,-12.86,0,0,0,True,False,1776833422,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833422,800000000,-0.0003363371,-6.815519E-05,2.4103358E-05,0.99228567,-0.0009652101,0.0024870692,0.001236886,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:32.849,1776833432,849,420595542,2355473,1776833432,800000000,-12.02,6.86,-13.08,0,0,0,True,False,True,False,1776833432,800000000,-6.86,-12.02,-13.08,0,0,0,True,False,1776833432,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833432,800000000,-0.00039526308,2.2790598E-05,5.155999E-05,0.99228567,0.00646493,0.0049864915,0.003760474,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:42.849,1776833442,849,420605542,2355483,1776833442,800000000,-11.9,6.73,-13.18,0,0,0,True,False,True,False,1776833442,800000000,-6.73,-11.9,-13.18,0,0,0,True,False,1776833442,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833442,800000000,-0.00034400748,6.761768E-05,1.2568643E-05,0.99228567,0.0039075534,0.0074819587,-0.0012340898,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:50:52.850,1776833452,850,420615542,2355493,1776833452,800000000,-11.74,6.66,-13.18,0,0,0,True,False,True,False,1776833452,800000000,-6.66,-11.74,-13.18,0,0,0,True,False,1776833452,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833452,800000000,-0.0003550393,-7.044945E-05,2.5909801E-05,0.99228567,0.013850373,0.0024427664,-0.003722048,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:02.897,1776833462,897,420625590,2355503,1776833462,801000000,-11.6,6.6000000000000005,-13.280000000000001,0,0,0,True,False,True,False,1776833462,801000000,-6.6000000000000005,-11.6,-13.280000000000001,0,0,0,True,False,1776833462,801000000,3,3,3,3,3,3,3,3,3,3,False,1776833462,801000000,-0.0004217523,-0.0001407521,4.3778873E-05,0.99228567,0.0037790332,0.004908525,0.0012978748,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:12.850,1776833472,850,420635543,2355513,1776833472,800000000,-11.6,6.57,-13.44,0,0,0,True,False,True,False,1776833472,800000000,-6.57,-11.6,-13.44,0,0,0,True,False,1776833472,800000000,3,3,3,3,3,3,3,4,3,3,False,1776833472,800000000,-0.00034773533,-4.0754083E-05,5.762644E-06,0.99228567,0.0012293565,-0.0026023688,-0.0037008373,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:22.849,1776833482,849,420645542,2355523,1776833482,800000000,-11.36,6.53,-13.44,0,0,0,True,False,True,False,1776833482,800000000,-6.53,-11.36,-13.44,0,0,0,True,False,1776833482,800000000,3,3,3,3,3,3,3,4,3,3,False,1776833482,800000000,-0.00037984978,-4.3297558E-05,3.158042E-05,0.99228567,0.013684812,-0.0026089256,-0.0036829002,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:32.850,1776833492,850,420655543,2355533,1776833492,800000000,-11.36,6.48,-13.63,0,0,0,True,False,True,False,1776833492,800000000,-6.48,-11.36,-13.63,0,0,0,True,False,1776833492,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833492,800000000,-0.00036800315,-8.9121444E-05,0.000102640806,0.99228567,-0.0013757137,-0.0051640566,-0.0036719968,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:42.849,1776833502,849,420665542,2355543,1776833502,800000000,-11.200000000000001,6.47,-13.81,0,0,0,True,False,True,False,1776833502,800000000,-6.47,-11.200000000000001,-13.81,0,0,0,True,False,1776833502,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833502,800000000,-0.00040993607,-2.9109406E-05,7.7655175E-05,0.99228567,0.006058725,-0.0026925153,-0.0011493287,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:51:52.849,1776833512,849,420675542,2355553,1776833512,800000000,-11.1,6.36,-13.74,0,0,0,True,False,True,False,1776833512,800000000,-6.36,-11.1,-13.74,0,0,0,True,False,1776833512,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833512,800000000,-0.00042342456,-8.8635745E-05,9.462758E-05,0.99228567,0.005989681,0.004785228,-0.001126607,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:52:02.849,1776833522,849,420685542,2355563,1776833522,800000000,-10.99,6.2700000000000005,-13.77,0,0,0,True,False,True,False,1776833522,800000000,-6.2700000000000005,-10.99,-13.77,0,0,0,True,False,1776833522,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833522,800000000,-0.00035920946,-9.316381E-05,0.00014304946,0.99228567,0.0009355759,-0.00025100278,0.0063820076,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:52:12.849,1776833532,849,420695542,2355573,1776833532,800000000,-10.9,6.2,-13.870000000000001,0,0,0,True,False,True,False,1776833532,800000000,-6.2,-10.9,-13.870000000000001,0,0,0,True,False,1776833532,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833532,800000000,-0.00032303316,-0.0001053006,0.000121541816,0.99228567,0.008393707,0.0022046103,-0.0011079189,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:52:22.849,1776833542,849,420705543,2355583,1776833542,800000000,-10.82,6.16,-13.94,0,0,0,True,False,True,False,1776833542,800000000,-6.16,-10.82,-13.94,0,0,0,True,False,1776833542,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833542,800000000,-0.00022410828,-0.00016283341,7.2195995E-05,0.99228567,0.0033555538,-0.0028307466,-0.0086095175,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:52:32.850,1776833552,850,420715543,2355593,1776833552,800000000,-10.84,6.11,-14.11,0,0,0,True,False,True,False,1776833552,800000000,-6.11,-10.84,-14.11,0,0,0,True,False,1776833552,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833552,800000000,-0.00021388898,1.4763087E-05,9.850893E-05,0.99228567,0.008326147,-0.0028251237,0.0014022297,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:52:42.849,1776833562,849,420725542,2355603,1776833562,800000000,-10.67,6.0200000000000005,-14.11,0,0,0,True,False,True,False,1776833562,800000000,-6.0200000000000005,-10.67,-14.11,0,0,0,True,False,1776833562,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833562,800000000,-0.00014991025,7.474952E-05,8.123514E-05,0.99228567,0.0058073653,0.0021852937,-0.006099229,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:52:52.849,1776833572,849,420735543,2355613,1776833572,800000000,-10.66,6,-14.3,0,0,0,True,False,True,False,1776833572,800000000,-6,-10.66,-14.3,0,0,0,True,False,1776833572,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833572,800000000,-0.00018686445,0.0001679627,3.7993872E-05,0.99228567,0.0032870336,-0.0002961794,0.0014092546,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:02.849,1776833582,849,420745542,2355623,1776833582,800000000,-10.6,5.96,-14.36,0,0,0,True,False,True,False,1776833582,800000000,-5.96,-10.6,-14.36,0,0,0,True,False,1776833582,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833582,800000000,-0.00015197179,9.21869E-05,-7.5414655E-06,0.99228567,0.005765837,-0.0027919598,-0.006087818,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:12.850,1776833592,850,420755543,2355633,1776833592,800000000,-10.52,5.8500000000000005,-14.370000000000001,0,0,0,True,False,True,False,1776833592,800000000,-5.8500000000000005,-10.52,-14.370000000000001,0,0,0,True,False,1776833592,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833592,800000000,-0.00012782602,0.000110719164,1.790391E-05,0.99228567,-0.004230199,0.0047162725,0.0014056189,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:22.850,1776833602,850,420765543,2355643,1776833602,800000000,-10.540000000000001,5.8500000000000005,-14.51,0,0,0,True,False,True,False,1776833602,800000000,-5.8500000000000005,-10.540000000000001,-14.51,0,0,0,True,False,1776833602,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833602,800000000,-6.2597464E-05,3.6802994E-05,1.9946008E-05,0.99228567,0.00077448157,-0.00029514555,0.00389727,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:32.850,1776833612,850,420775543,2355653,1776833612,800000000,-10.47,5.69,-14.4,0,0,0,True,False,True,False,1776833612,800000000,-5.69,-10.47,-14.4,0,0,0,True,False,1776833612,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833612,800000000,-1.4662513E-05,1.4428826E-05,3.2403874E-05,0.99228567,0.0032835042,-0.00031610302,-0.0011083347,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:42.848,1776833622,848,420785541,2355663,1776833622,800000000,-10.41,5.67,-14.72,0,0,0,True,False,True,False,1776833622,800000000,-5.67,-10.41,-14.72,0,0,0,True,False,1776833622,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833622,800000000,5.9155554E-05,-6.1326966E-05,3.1368596E-05,0.99228567,0.0007858727,0.009659008,0.001383783,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:53:52.850,1776833632,850,420795543,2355673,1776833632,800000000,-10.42,5.64,-14.72,0,0,0,True,False,True,False,1776833632,800000000,-5.64,-10.42,-14.72,0,0,0,True,False,1776833632,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833632,800000000,3.1829797E-05,-1.4415182E-05,2.8873255E-05,0.99228567,-0.009212646,0.0071576247,0.0038835863,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:54:02.849,1776833642,849,420805542,2355683,1776833642,800000000,-10.4,5.6000000000000005,-14.790000000000001,0,0,0,True,False,True,False,1776833642,800000000,-5.6000000000000005,-10.4,-14.790000000000001,0,0,0,True,False,1776833642,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833642,800000000,1.6984033E-05,0.00014720057,-8.232784E-06,0.99228567,-0.0067095403,-0.00033356537,0.0013796969,
2026/5/4 下午 03:35:46.080,2026/4/22 上午 04:54:12.850,1776833652,850,420815543,2355693,1776833652,800000000,-10.35,5.58,-14.94,0,0,0,True,False,True,False,1776833652,800000000,-5.58,-10.35,-14.94,0,0,0,True,False,1776833652,800000000,3,3,3,3,3,3,3,3,3,3,False,1776833652,800000000,-3.3750934E-05,0.00012580928,-2.6847607E-05,0.99228567,0.00078971754,0.007179596,0.0063825864,
