Local Date/Time,Remote Date/Time,Unix time,Unix milliseconds,Uptime (s),Counter,Time integer seconds (s),Time nanoseconds (ns),MAG0 calibrated vector X component (uT),MAG0 calibrated vector Y component (uT),MAG0 calibrated vector Z component (uT),MAG1 calibrated vector X component (uT),MAG1 calibrated vector Y component (uT),MAG1 calibrated vector Z component (uT),MAG0 valid flag,MAG1 valid flag,MAG0 best for estimators flag,MAG1 best for estimators flag,Time integer seconds (s),Time nanoseconds (ns),MAG0 raw vector X component (uT),MAG0 raw vector Y component (uT),MAG0 raw vector Z component (uT),MAG1 raw vector X component (uT),MAG1 raw vector Y component (uT),MAG1 raw vector Z component (uT),MAG0 valid flag,MAG1 valid flag,Time integer seconds (s),Time nanoseconds (ns),CSS0 raw measurement,CSS1 raw measurement,CSS2 raw measurement,CSS3 raw measurement,CSS4 raw measurement,CSS5 raw measurement,CSS6 raw measurement,CSS7 raw measurement,CSS8 raw measurement,CSS9 raw measurement,CSS valid flag,Time integer seconds (s),Time nanoseconds (ns),Estimated ORC quaternion Q0,Estimated ORC quaternion Q1,Estimated ORC quaternion Q2,Estimated ORC quaternion Q3,Estimated body rate (ORC) X component (degps),Estimated body rate (ORC) Y component (degps),Estimated body rate (ORC) Z component (degps),
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:24:32.851,1776831872,851,419035540,2353913,1776831872,800000000,-37.410000000000004,-20.48,3.33,0,0,0,True,False,True,False,1776831872,800000000,20.48,-37.410000000000004,3.33,0,0,0,True,False,1776831872,800000000,3,3,8,3,15,3,3,3,8,126,True,1776831872,800000000,-0.39967465,0.5240666,0.007104322,0.74172044,-0.023350606,0.03682717,-0.008716372,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:24:42.851,1776831882,851,419045540,2353923,1776831882,800000000,-37.42,-20.39,3.0300000000000002,0,0,0,True,False,True,False,1776831882,800000000,20.39,-37.42,3.0300000000000002,0,0,0,True,False,1776831882,800000000,4,4,8,3,15,3,3,3,8,126,True,1776831882,800000000,-0.40191054,0.5263671,0.007025527,0.7388788,-0.02212238,0.031583678,0.0036127833,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:24:52.852,1776831892,852,419055541,2353933,1776831892,800000000,-37.38,-20.19,2.65,0,0,0,True,False,True,False,1776831892,800000000,20.19,-37.38,2.65,0,0,0,True,False,1776831892,800000000,4,4,8,3,14,3,3,3,9,126,True,1776831892,800000000,-0.4035278,0.528829,0.0067032385,0.7362362,-0.015591598,0.038892463,-0.0015626058,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:02.851,1776831902,851,419065540,2353943,1776831902,800000000,-37.45,-20.02,2.13,0,0,0,True,False,True,False,1776831902,800000000,20.02,-37.45,2.13,0,0,0,True,False,1776831902,800000000,4,4,8,3,14,3,3,4,9,126,True,1776831902,800000000,-0.4050257,0.5313099,0.00632387,0.7336261,-0.016387897,0.046179708,0.00820844,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:12.851,1776831912,851,419075540,2353953,1776831912,800000000,-37.49,-19.71,1.6600000000000001,0,0,0,True,False,True,False,1776831912,800000000,19.71,-37.49,1.6600000000000001,0,0,0,True,False,1776831912,800000000,3,3,8,3,13,3,3,3,8,126,True,1776831912,800000000,-0.4064892,0.53382856,0.0060345023,0.73098576,-0.022033129,0.043463066,-0.0019583732,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:22.852,1776831922,852,419085542,2353963,1776831922,800000000,-37.54,-19.400000000000002,1.1,0,0,0,True,False,True,False,1776831922,800000000,19.400000000000002,-37.54,1.1,0,0,0,True,False,1776831922,800000000,3,3,8,3,13,3,3,3,8,125,True,1776831922,800000000,-0.40761715,0.53638726,0.0057984632,0.728483,-0.017560134,0.04330917,0.0030032054,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:32.852,1776831932,852,419095541,2353973,1776831932,800000000,-37.53,-19.16,0.5,0,0,0,True,False,True,False,1776831932,800000000,19.16,-37.53,0.5,0,0,0,True,False,1776831932,800000000,4,4,8,3,13,3,3,3,9,125,True,1776831932,800000000,-0.4091348,0.539038,0.005815368,0.72566956,-0.020532502,0.038119134,0.0005314007,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:42.852,1776831942,852,419105542,2353983,1776831942,800000000,-37.52,-18.87,-0.09,0,0,0,True,False,True,False,1776831942,800000000,18.87,-37.52,-0.09,0,0,0,True,False,1776831942,800000000,3,3,8,3,12,3,3,3,8,125,True,1776831942,800000000,-0.41067964,0.54170054,0.0056792274,0.72280985,-0.015968211,0.03547139,0.000577848,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:25:52.852,1776831952,852,419115541,2353993,1776831952,800000000,-37.550000000000004,-18.7,-0.52,0,0,0,True,False,True,False,1776831952,800000000,18.7,-37.550000000000004,-0.52,0,0,0,True,False,1776831952,800000000,3,3,8,3,12,3,3,3,8,124,True,1776831952,800000000,-0.4121534,0.54429984,0.0055630025,0.72001266,-0.021337993,0.03536044,-0.004382807,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:02.851,1776831962,851,419125541,2354003,1776831962,800000000,-37.46,-18.48,-1.16,0,0,0,True,False,True,False,1776831962,800000000,18.48,-37.46,-1.16,0,0,0,True,False,1776831962,800000000,3,3,8,3,11,3,3,3,9,124,True,1776831962,800000000,-0.41374308,0.5468447,0.005437706,0.717167,-0.016682032,0.037738364,0.003172256,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:12.851,1776831972,851,419135541,2354013,1776831972,800000000,-37.46,-18.17,-1.51,0,0,0,True,False,True,False,1776831972,800000000,18.17,-37.46,-1.51,0,0,0,True,False,1776831972,800000000,3,3,8,3,11,3,3,3,9,124,True,1776831972,800000000,-0.41519707,0.5493003,0.0053228606,0.71444637,-0.014471203,0.035086486,-0.0042707357,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:22.852,1776831982,852,419145542,2354023,1776831982,800000000,-37.47,-17.990000000000002,-1.93,0,0,0,True,False,True,False,1776831982,800000000,17.990000000000002,-37.47,-1.93,0,0,0,True,False,1776831982,800000000,3,3,8,3,11,3,3,3,9,124,True,1776831982,800000000,-0.41673735,0.5517409,0.005168652,0.711665,-0.022219893,0.03495961,-0.009208953,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:32.852,1776831992,852,419155542,2354033,1776831992,800000000,-37.36,-17.75,-2.5,0,0,0,True,False,True,False,1776831992,800000000,17.75,-37.36,-2.5,0,0,0,True,False,1776831992,800000000,3,3,8,3,11,3,3,3,9,123,True,1776831992,800000000,-0.41842934,0.5541379,0.005075238,0.70880467,-0.02747826,0.03978873,-0.009140564,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:42.851,1776832002,851,419165541,2354043,1776832002,800000000,-37.32,-17.47,-2.9,0,0,0,True,False,True,False,1776832002,800000000,17.47,-37.32,-2.9,0,0,0,True,False,1776832002,800000000,3,3,7,3,11,3,3,3,9,123,True,1776832002,800000000,-0.420144,0.5565598,0.00502998,0.7058875,-0.022745801,0.032112557,-0.004073374,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:26:52.852,1776832012,852,419175542,2354053,1776832012,800000000,-37.300000000000004,-17.29,-3.41,0,0,0,True,False,True,False,1776832012,800000000,17.29,-37.300000000000004,-3.41,0,0,0,True,False,1776832012,800000000,3,3,8,3,10,3,3,3,9,123,True,1776832012,800000000,-0.4219644,0.55890846,0.004962199,0.70294124,-0.02802664,0.039418794,-0.0065065087,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:02.852,1776832022,852,419185542,2354063,1776832022,800000000,-37.13,-17.01,-3.96,0,0,0,True,False,True,False,1776832022,800000000,17.01,-37.13,-3.96,0,0,0,True,False,1776832022,800000000,3,3,8,3,10,3,3,3,9,122,True,1776832022,800000000,-0.42372754,0.5612135,0.0049395333,0.7000399,-0.018306253,0.036719937,-0.0039492003,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:12.852,1776832032,852,419195542,2354073,1776832032,800000000,-37.07,-16.740000000000002,-4.36,0,0,0,True,False,True,False,1776832032,800000000,16.740000000000002,-37.07,-4.36,0,0,0,True,False,1776832032,800000000,3,3,8,3,10,3,3,3,9,122,True,1776832032,800000000,-0.4255949,0.56346554,0.004973349,0.6970937,-0.031100733,0.03150009,-0.00139617,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:22.852,1776832042,852,419205542,2354083,1776832042,800000000,-37.11,-16.59,-4.88,0,0,0,True,False,True,False,1776832042,800000000,16.59,-37.11,-4.88,0,0,0,True,False,1776832042,800000000,3,3,8,3,10,3,3,3,9,122,True,1776832042,800000000,-0.42753237,0.56573594,0.0048515396,0.69406617,-0.023910305,0.048771784,-0.0013832934,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:32.852,1776832052,852,419215542,2354093,1776832052,800000000,-36.84,-16.4,-5.23,0,0,0,True,False,True,False,1776832052,800000000,16.4,-36.84,-5.23,0,0,0,True,False,1776832052,800000000,3,3,8,3,10,3,3,3,9,122,True,1776832052,800000000,-0.42933074,0.56797045,0.004751886,0.6911268,-0.024207361,0.036053296,-0.0038712332,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:42.852,1776832062,852,419225542,2354103,1776832062,800000000,-36.75,-16.12,-5.73,0,0,0,True,False,True,False,1776832062,800000000,16.12,-36.75,-5.73,0,0,0,True,False,1776832062,800000000,3,3,8,3,9,3,3,3,9,121,True,1776832062,800000000,-0.43127015,0.5701092,0.0047287033,0.68815184,-0.037006043,0.043290105,-0.006377049,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:27:52.852,1776832072,852,419235543,2354113,1776832072,800000000,-36.6,-15.84,-6.13,0,0,0,True,False,True,False,1776832072,800000000,15.84,-36.6,-6.13,0,0,0,True,False,1776832072,800000000,3,3,8,3,9,3,3,3,9,121,True,1776832072,800000000,-0.43323243,0.5723261,0.004683913,0.68507296,-0.027326643,0.038036067,-0.006386494,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:02.852,1776832082,852,419245542,2354123,1776832082,800000000,-36.550000000000004,-15.58,-6.640000000000001,0,0,0,True,False,True,False,1776832082,800000000,15.58,-36.550000000000004,-6.640000000000001,0,0,0,True,False,1776832082,800000000,4,4,8,3,9,3,3,3,9,121,True,1776832082,800000000,-0.4352129,0.5744685,0.0047479426,0.6820175,-0.02513684,0.035263374,-0.0038633824,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:12.851,1776832092,851,419255542,2354133,1776832092,800000000,-36.56,-15.200000000000001,-7.23,0,0,0,True,False,True,False,1776832092,800000000,15.200000000000001,-36.56,-7.23,0,0,0,True,False,1776832092,800000000,3,3,8,3,9,3,3,3,9,120,True,1776832092,800000000,-0.43705752,0.5766704,0.0048251017,0.6789729,-0.022934312,0.040003195,-0.0038238321,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:22.851,1776832102,851,419265542,2354143,1776832102,800000000,-36.42,-14.88,-7.71,0,0,0,True,False,True,False,1776832102,800000000,14.88,-36.42,-7.71,0,0,0,True,False,1776832102,800000000,3,3,7,3,9,3,3,3,9,120,True,1776832102,800000000,-0.4390233,0.5787617,0.0047621774,0.6759192,-0.03073765,0.042222526,-0.006297801,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:32.852,1776832112,852,419275542,2354153,1776832112,800000000,-36.28,-14.6,-8.23,0,0,0,True,False,True,False,1776832112,800000000,14.6,-36.28,-8.23,0,0,0,True,False,1776832112,800000000,4,4,7,3,9,4,3,3,10,120,True,1776832112,800000000,-0.44089976,0.5808393,0.0048909266,0.6729088,-0.026015647,0.041948676,-0.0037258582,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:42.851,1776832122,851,419285542,2354163,1776832122,800000000,-36.08,-14.31,-8.71,0,0,0,True,False,True,False,1776832122,800000000,14.31,-36.08,-8.71,0,0,0,True,False,1776832122,800000000,3,3,7,3,9,3,3,3,9,119,True,1776832122,800000000,-0.44295648,0.5828595,0.0047736065,0.66980547,-0.028827006,0.039154906,-0.0036918907,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:28:52.851,1776832132,851,419295542,2354173,1776832132,800000000,-35.97,-13.98,-9.08,0,0,0,True,False,True,False,1776832132,800000000,13.98,-35.97,-9.08,0,0,0,True,False,1776832132,800000000,4,4,8,3,9,4,3,3,10,119,True,1776832132,800000000,-0.44507158,0.58489645,0.004822242,0.66661996,-0.031639386,0.041359775,-0.0036376994,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:02.852,1776832142,852,419305542,2354183,1776832142,800000000,-35.75,-13.77,-9.47,0,0,0,True,False,True,False,1776832142,800000000,13.77,-35.75,-9.47,0,0,0,True,False,1776832142,800000000,3,3,8,3,8,3,3,3,9,119,True,1776832142,800000000,-0.4471178,0.5868271,0.0048005665,0.6635475,-0.026946066,0.038568124,-0.008591798,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:12.852,1776832152,852,419315543,2354193,1776832152,800000000,-35.550000000000004,-13.44,-9.86,0,0,0,True,False,True,False,1776832152,800000000,13.44,-35.550000000000004,-9.86,0,0,0,True,False,1776832152,800000000,3,3,8,3,8,3,3,3,10,119,True,1776832152,800000000,-0.44918874,0.58880275,0.0048386846,0.66039157,-0.032252252,0.030767294,0.0039575743,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:22.853,1776832162,853,419325543,2354203,1776832162,800000000,-35.38,-13.14,-10.31,0,0,0,True,False,True,False,1776832162,800000000,13.14,-35.38,-10.31,0,0,0,True,False,1776832162,800000000,3,3,8,3,8,3,3,3,9,118,True,1776832162,800000000,-0.451305,0.59065044,0.0048136376,0.6572934,-0.03755824,0.037949048,-0.0034887292,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:32.852,1776832172,852,419335542,2354213,1776832172,800000000,-35.230000000000004,-12.83,-10.8,0,0,0,True,False,True,False,1776832172,800000000,12.83,-35.230000000000004,-10.8,0,0,0,True,False,1776832172,800000000,4,4,8,3,9,3,3,3,10,118,True,1776832172,800000000,-0.45351723,0.5925267,0.004826427,0.6540749,-0.030375555,0.037633203,-0.008423521,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:42.852,1776832182,852,419345542,2354223,1776832182,800000000,-35.11,-12.49,-11.28,0,0,0,True,False,True,False,1776832182,800000000,12.49,-35.11,-11.28,0,0,0,True,False,1776832182,800000000,3,3,8,3,8,3,3,3,10,118,True,1776832182,800000000,-0.4556905,0.59432,0.004855561,0.650929,-0.033190254,0.032316484,0.00413673,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:29:52.851,1776832192,851,419355542,2354233,1776832192,800000000,-34.92,-12.07,-11.78,0,0,0,True,False,True,False,1776832192,800000000,12.07,-34.92,-11.78,0,0,0,True,False,1776832192,800000000,4,4,8,3,9,3,3,3,10,118,True,1776832192,800000000,-0.4579411,0.59611684,0.004850222,0.64769924,-0.036007803,0.03450619,-0.013298851,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:02.851,1776832202,851,419365542,2354243,1776832202,800000000,-34.69,-11.69,-12.24,0,0,0,True,False,True,False,1776832202,800000000,11.69,-34.69,-12.24,0,0,0,True,False,1776832202,800000000,3,3,7,3,8,3,3,3,10,117,True,1776832202,800000000,-0.4601416,0.5979411,0.0048178188,0.64445186,-0.03132033,0.034221746,-0.0057381494,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:12.851,1776832212,851,419375542,2354253,1776832212,800000000,-34.4,-11.42,-12.55,0,0,0,True,False,True,False,1776832212,800000000,11.42,-34.4,-12.55,0,0,0,True,False,1776832212,800000000,3,3,8,3,8,3,3,3,10,117,True,1776832212,800000000,-0.46239603,0.59969485,0.0048234193,0.64120084,-0.031616904,0.041437026,-0.010663536,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:22.852,1776832222,852,419385542,2354263,1776832222,800000000,-34.2,-10.98,-13.1,0,0,0,True,False,True,False,1776832222,800000000,10.98,-34.2,-13.1,0,0,0,True,False,1776832222,800000000,3,3,8,3,8,3,3,3,10,117,True,1776832222,800000000,-0.46459323,0.60144854,0.004715008,0.63796264,-0.03438529,0.036210027,-0.015596324,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:32.852,1776832232,852,419395542,2354273,1776832232,800000000,-34.11,-10.64,-13.47,0,0,0,True,False,True,False,1776832232,800000000,10.64,-34.11,-13.47,0,0,0,True,False,1776832232,800000000,4,4,7,3,8,3,3,3,11,117,True,1776832232,800000000,-0.4669096,0.6030432,0.004698768,0.6347585,-0.034654215,0.03344752,-0.0080123525,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:42.852,1776832242,852,419405543,2354283,1776832242,800000000,-33.79,-10.25,-13.91,0,0,0,True,False,True,False,1776832242,800000000,10.25,-33.79,-13.91,0,0,0,True,False,1776832242,800000000,4,4,8,3,8,3,3,3,11,116,True,1776832242,800000000,-0.4691941,0.60463524,0.004804368,0.6315502,-0.044918854,0.028171029,-0.012911442,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:30:52.851,1776832252,851,419415542,2354293,1776832252,800000000,-33.52,-9.92,-14.3,0,0,0,True,False,True,False,1776832252,800000000,9.92,-33.52,-14.3,0,0,0,True,False,1776832252,800000000,4,4,8,3,8,3,3,3,11,116,True,1776832252,800000000,-0.4716429,0.60611475,0.004780852,0.6282997,-0.037713736,0.027875783,-0.0078104245,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:02.851,1776832262,851,419425542,2354303,1776832262,800000000,-33.24,-9.61,-14.55,0,0,0,True,False,True,False,1776832262,800000000,9.61,-33.24,-14.55,0,0,0,True,False,1776832262,800000000,4,4,8,3,8,3,3,3,10,116,True,1776832262,800000000,-0.47416866,0.60754263,0.004913606,0.6250111,-0.03303113,0.03752948,-0.010195532,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:12.851,1776832272,851,419435542,2354313,1776832272,800000000,-32.95,-9.23,-14.91,0,0,0,True,False,True,False,1776832272,800000000,9.23,-32.95,-14.91,0,0,0,True,False,1776832272,800000000,3,3,7,3,8,3,3,3,10,116,True,1776832272,800000000,-0.47670797,0.60889775,0.0049522896,0.6217529,-0.038355954,0.032178767,-0.012621036,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:22.852,1776832282,852,419445543,2354323,1776832282,800000000,-32.81,-8.82,-15.31,0,0,0,True,False,True,False,1776832282,800000000,8.82,-32.81,-15.31,0,0,0,True,False,1776832282,800000000,3,3,7,3,8,3,3,3,10,116,True,1776832282,800000000,-0.47925922,0.61017746,0.0049740835,0.61852896,-0.0336837,0.03682274,-0.012549459,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:32.852,1776832292,852,419455543,2354333,1776832292,800000000,-32.39,-8.56,-15.66,0,0,0,True,False,True,False,1776832292,800000000,8.56,-32.39,-15.66,0,0,0,True,False,1776832292,800000000,3,3,7,3,8,3,3,3,10,116,True,1776832292,800000000,-0.48184344,0.6115112,0.004942185,0.61519545,-0.029013142,0.028972888,-0.007503753,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:42.851,1776832302,851,419465543,2354343,1776832302,800000000,-32.13,-8.1,-15.950000000000001,0,0,0,True,False,True,False,1776832302,800000000,8.1,-32.13,-15.950000000000001,0,0,0,True,False,1776832302,800000000,4,4,8,3,8,4,3,3,11,116,True,1776832302,800000000,-0.48436552,0.61278886,0.004818253,0.6119363,-0.03430623,0.04364725,-0.017449679,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:31:52.851,1776832312,851,419475542,2354353,1776832312,800000000,-31.970000000000002,-7.6000000000000005,-16.3,0,0,0,True,False,True,False,1776832312,800000000,7.6000000000000005,-31.970000000000002,-16.3,0,0,0,True,False,1776832312,800000000,4,4,7,3,8,3,3,3,11,116,True,1776832312,800000000,-0.4868818,0.6140952,0.0048562963,0.60861963,-0.042100508,0.03582396,-0.009874149,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:02.851,1776832322,851,419485542,2354363,1776832322,800000000,-31.650000000000002,-7.32,-16.68,0,0,0,True,False,True,False,1776832322,800000000,7.32,-31.650000000000002,-16.68,0,0,0,True,False,1776832322,800000000,4,4,8,3,8,4,3,3,11,116,True,1776832322,800000000,-0.48950744,0.6152505,0.004845895,0.605339,-0.037400626,0.04049037,-0.01478837,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:12.851,1776832332,851,419495542,2354373,1776832332,800000000,-31.26,-6.88,-16.91,0,0,0,True,False,True,False,1776832332,800000000,6.88,-31.26,-16.91,0,0,0,True,False,1776832332,800000000,4,4,8,3,8,3,3,3,11,115,True,1776832332,800000000,-0.49219558,0.6164024,0.004841763,0.6019791,-0.035209607,0.030156545,-0.017209942,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:22.853,1776832342,853,419505544,2354383,1776832342,800000000,-31.04,-6.41,-17.25,0,0,0,True,False,True,False,1776832342,800000000,6.41,-31.04,-17.25,0,0,0,True,False,1776832342,800000000,3,3,8,3,8,3,3,3,10,115,True,1776832342,800000000,-0.49492395,0.61747295,0.0048320494,0.5986364,-0.038009025,0.027317574,-0.019632924,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:32.852,1776832352,852,419515543,2354393,1776832352,800000000,-30.59,-6.11,-17.55,0,0,0,True,False,True,False,1776832352,800000000,6.11,-30.59,-17.55,0,0,0,True,False,1776832352,800000000,3,3,7,3,8,3,3,3,10,115,True,1776832352,800000000,-0.49763024,0.6184754,0.004743151,0.5953513,-0.030799264,0.036988895,-0.019566728,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:42.851,1776832362,851,419525543,2354403,1776832362,800000000,-30.330000000000002,-5.64,-17.77,0,0,0,True,False,True,False,1776832362,800000000,5.64,-30.330000000000002,-17.77,0,0,0,True,False,1776832362,800000000,4,4,8,3,8,4,3,3,11,115,True,1776832362,800000000,-0.50036746,0.619486,0.0047789565,0.59199834,-0.03609547,0.031669945,-0.019493466,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:32:52.851,1776832372,851,419535543,2354413,1776832372,800000000,-30.080000000000002,-5.14,-18.11,0,0,0,True,False,True,False,1776832372,800000000,5.14,-30.080000000000002,-18.11,0,0,0,True,False,1776832372,800000000,3,3,8,3,8,3,3,3,10,115,True,1776832372,800000000,-0.50325406,0.62045187,0.004756323,0.5885316,-0.038916983,0.028869431,-0.0169216,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:02.852,1776832382,852,419545543,2354423,1776832382,800000000,-29.66,-4.82,-18.37,0,0,0,True,False,True,False,1776832382,800000000,4.82,-29.66,-18.37,0,0,0,True,False,1776832382,800000000,3,3,7,3,8,3,3,3,10,115,True,1776832382,800000000,-0.50610316,0.62138146,0.0047281235,0.58509904,-0.031735983,0.031079022,-0.016851705,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:12.851,1776832392,851,419555543,2354433,1776832392,800000000,-29.330000000000002,-4.33,-18.54,0,0,0,True,False,True,False,1776832392,800000000,4.33,-29.330000000000002,-18.54,0,0,0,True,False,1776832392,800000000,3,3,8,3,8,3,3,3,10,114,True,1776832392,800000000,-0.5089338,0.62221366,0.0048530116,0.58174825,-0.03953542,0.030774835,-0.014250723,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:22.851,1776832402,851,419565543,2354443,1776832402,800000000,-29.1,-3.81,-18.87,0,0,0,True,False,True,False,1776832402,800000000,3.81,-29.1,-18.87,0,0,0,True,False,1776832402,800000000,3,3,8,3,8,3,3,3,10,114,True,1776832402,800000000,-0.5118294,0.6229309,0.0049264883,0.5784299,-0.037333567,0.030437898,-0.019162182,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:32.851,1776832412,851,419575542,2354453,1776832412,800000000,-28.650000000000002,-3.5100000000000002,-19.03,0,0,0,True,False,True,False,1776832412,800000000,3.5100000000000002,-28.650000000000002,-19.03,0,0,0,True,False,1776832412,800000000,3,3,7,3,8,3,3,3,10,114,True,1776832412,800000000,-0.51479715,0.62349,0.0049375794,0.57518464,-0.040130615,0.02757177,-0.024072561,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:42.851,1776832422,851,419585543,2354463,1776832422,800000000,-28.36,-3.06,-19.14,0,0,0,True,False,True,False,1776832422,800000000,3.06,-28.36,-19.14,0,0,0,True,False,1776832422,800000000,3,3,7,3,8,3,3,3,10,114,True,1776832422,800000000,-0.51787084,0.62406427,0.0049538994,0.5717934,-0.040442195,0.027192893,-0.01899463,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:33:52.851,1776832432,851,419595543,2354473,1776832432,800000000,-28.1,-2.54,-19.34,0,0,0,True,False,True,False,1776832432,800000000,2.54,-28.1,-19.34,0,0,0,True,False,1776832432,800000000,3,3,7,3,8,3,3,3,10,114,True,1776832432,800000000,-0.52086926,0.624603,0.004919555,0.5684734,-0.038242284,0.024337169,-0.023922514,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:02.851,1776832442,851,419605543,2354483,1776832442,800000000,-27.61,-2.19,-19.55,0,0,0,True,False,True,False,1776832442,800000000,2.19,-27.61,-19.55,0,0,0,True,False,1776832442,800000000,3,3,8,3,8,3,3,3,10,114,True,1776832442,800000000,-0.5239386,0.62516433,0.0048835864,0.56502455,-0.03855621,0.033984255,-0.01885886,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:12.852,1776832452,852,419615543,2354493,1776832452,800000000,-27.400000000000002,-1.71,-19.68,0,0,0,True,False,True,False,1776832452,800000000,1.71,-27.400000000000002,-19.68,0,0,0,True,False,1776832452,800000000,3,3,8,3,8,3,3,3,10,114,True,1776832452,800000000,-0.5270966,0.625625,0.004853945,0.56156623,-0.038888484,0.026143255,-0.021299094,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:22.852,1776832462,852,419625543,2354503,1776832462,800000000,-27.060000000000002,-1.1300000000000001,-19.79,0,0,0,True,False,True,False,1776832462,800000000,1.1300000000000001,-27.060000000000002,-19.79,0,0,0,True,False,1776832462,800000000,3,3,8,3,8,3,3,3,9,114,True,1776832462,800000000,-0.53034574,0.625861,0.005060718,0.5582338,-0.04173173,0.028226,-0.031216802,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:32.851,1776832472,851,419635543,2354513,1776832472,800000000,-26.53,-0.79,-19.900000000000002,0,0,0,True,False,True,False,1776832472,800000000,0.79,-26.53,-19.900000000000002,0,0,0,True,False,1776832472,800000000,3,3,7,3,8,3,3,3,9,114,True,1776832472,800000000,-0.53358644,0.6261061,0.0051628426,0.5548609,-0.03709245,0.015307888,-0.018650295,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:42.851,1776832482,851,419645543,2354523,1776832482,800000000,-26.25,-0.36,-19.96,0,0,0,True,False,True,False,1776832482,800000000,0.36,-26.25,-19.96,0,0,0,True,False,1776832482,800000000,3,3,7,3,8,3,3,3,9,114,True,1776832482,800000000,-0.53681225,0.6263407,0.0051557934,0.5514761,-0.04495137,0.024900671,-0.01609968,
2026/5/4 下午 03:35:46.079,2026/4/22 上午 04:34:52.851,1776832492,851,419655543,2354533,1776832492,800000000,-26.02,0.2,-20.11,0,0,0,True,False,True,False,1776832492,800000000,-0.2,-26.02,-20.11,0,0,0,True,False,1776832492,800000000,3,3,7,3,8,3,3,3,9,113,True,1776832492,800000000,-0.5401531,0.62644804,0.0051757,0.5480834,-0.035310913,0.021973645,-0.026048794,
