hk_type,rbf_deploy_pin,sp_status,posY_sp_dply_count,negY_sp_dply_count,current_bcn_int,current_hk_int,current_obc_mode,current_obc_states,t_to_start,mission_time,mission_q_cnt,next_mission_index,timer_contact,timer_payload,backup_time,tsync_time,leop_complete,last_hk_fsize,sp_temp[0],sp_temp[1],sp_temp[2],uart_rx_ops,last_mo_fsize,saved_packets,dropped_packets,rdm_check_err,rdm_checkts_s, last_rdm_err,fs_mounted,ram_image,temp_mcu,temp_ram,i_GSSB1,i_GSSB2,i_Flash,i_PWM,resetcause,bootcause,bootcount,clock,uptime,major_version,minor_version,temp_board,temp_pa,last_rssi,last_rferr,tx_count,rx_count,tx_bytes,rx_bytes,bootcount,bootcause,last_contact,pll_lock_tx,pll_lock_rx,bgnd_rssi,tx_duty,tot_tx_count,tot_rx_count,tot_tx_bytes,tot_rx_bytes,cur_rf3v3_raw,cur_rf3v3,cur_5v_raw,cur_5v,hw_det,rx_mode,gnd_wdt_cnt,gnd_wdt_left,sys_cur_out[0],sys_cur_out[1],sys_cur_out[2],sys_cur_out[3],sys_cur_out[4],sys_cur_out[5],sys_cur_out[6],sys_cur_out[7],sys_cur_out[8],sys_cur_out[9],sys_cur_out[10],sys_cur_out[11],sys_cur_out[12],sys_volt_out[0],sys_volt_out[1],sys_volt_out[2],sys_volt_out[3],sys_volt_out[4],sys_volt_out[5],sys_volt_out[6],sys_volt_out[7],sys_volt_out[8],sys_volt_out[9],sys_volt_out[10],sys_volt_out[11],sys_volt_out[12],output_ch_en[0],output_ch_en[1],output_ch_en[2],output_ch_en[3],output_ch_en[4],output_ch_en[5],output_ch_en[6],output_ch_en[7],output_ch_en[8],output_ch_en[9],output_ch_en[10],output_ch_en[11],output_ch_en[12],temp[0],temp[1],bootcause,bootcount,uptime,resetcause,batt_mode,heater_on,conv_5v_en,latchup[0],latchup[1],latchup[2],latchup[3],latchup[4],latchup[5],latchup[6],latchup[7],latchup[8],latchup[9],latchup[10],latchup[11],latchup[12],vbat_line_volt,vcc_line_cur,batt_cur,batt_volt,batt_temp[0],batt_temp[1],device_type[0],device_type[1],device_type[2],device_type[3],device_type[4],device_type[5],device_type[6],device_type[7],device_status[0],device_status[1],device_status[2],device_status[3],device_status[4],device_status[5],device_status[6],device_status[7],dearm_status,wdt_cnt_gnd,wdt_cnt_i2c,wdt_cnt_can,wdt_cnt_csp[0],wdt_cnt_csp[1],wdt_gnd_left,wdt_i2c_left,wdt_can_left,wdt_csp_left[0],wdt_csp_left[1],batt_charge,batt_discharge,ant6_depl_stat,ar6_depl_stat,PDU1cur_output_mA[0],PDU1cur_output_mA[1],PDU1cur_output_mA[2],PDU1cur_output_mA[3],PDU1cur_output_mA[4],PDU1cur_output_mA[5],PDU1cur_output_mA[6],PDU1cur_output_mA[7],PDU1cur_output_mA[8],PDU1volt_output_mV[0],PDU1volt_output_mV[1],PDU1volt_output_mV[2],PDU1volt_output_mV[3],PDU1volt_output_mV[4],PDU1volt_output_mV[5],PDU1volt_output_mV[6],PDU1volt_output_mV[7],PDU1volt_output_mV[8],PDU1vcc_mV,PDU1vbat_mV,PDU1temp,PDU1converter_en[0],PDU1converter_en[1],PDU1converter_en[2],PDU1output_ch_en[0],PDU1output_ch_en[1],PDU1output_ch_en[2],PDU1output_ch_en[3],PDU1output_ch_en[4],PDU1output_ch_en[5],PDU1output_ch_en[6],PDU1output_ch_en[7],PDU1output_ch_en[8],PDU1bootcause,PDU1bootcount,PDU1uptime,PDU1resetcause,PDU1batt_mode,PDU1latchup[0],PDU1latchup[1],PDU1latchup[2],PDU1latchup[3],PDU1latchup[4],PDU1latchup[5],PDU1latchup[6],PDU1latchup[7],PDU1latchup[8],PDU1device_type[0],PDU1device_type[1],PDU1device_type[2],PDU1device_type[3],PDU1device_type[4],PDU1device_type[5],PDU1device_type[6],PDU1device_type[7],PDU1device_status[0],PDU1device_status[1],PDU1device_status[2],PDU1device_status[3],PDU1device_status[4],PDU1device_status[5],PDU1device_status[6],PDU1device_status[7],PDU1wdt_cnt_gnd,PDU1wdt_cnt_i2c,PDU1wdt_cnt_can,PDU1wdt_cnt_csp[0],PDU1wdt_cnt_csp[1],PDU1wdt_gnd_left,PDU1wdt_i2c_left,PDU1wdt_can_left,PDU1wdt_csp_left[0],PDU1wdt_csp_left[1],PDU2cur_output_mA[0],PDU2cur_output_mA[1],PDU2cur_output_mA[2],PDU2cur_output_mA[3],PDU2cur_output_mA[4],PDU2cur_output_mA[5],PDU2cur_output_mA[6],PDU2cur_output_mA[7],PDU2cur_output_mA[8],PDU2volt_output_mV[0],PDU2volt_output_mV[1],PDU2volt_output_mV[2],PDU2volt_output_mV[3],PDU2volt_output_mV[4],PDU2volt_output_mV[5],PDU2volt_output_mV[6],PDU2volt_output_mV[7],PDU2volt_output_mV[8],PDU2vcc_mV,PDU2vbat_mV,PDU2temp,PDU2converter_en[0],PDU2converter_en[1],PDU2converter_en[2],PDU2output_ch_en[0],PDU2output_ch_en[1],PDU2output_ch_en[2],PDU2output_ch_en[3],PDU2output_ch_en[4],PDU2output_ch_en[5],PDU2output_ch_en[6],PDU2output_ch_en[7],PDU2output_ch_en[8],PDU2bootcause,PDU2bootcount,PDU2uptime,PDU2resetcause,PDU2batt_mode,PDU2latchup[0],PDU2latchup[1],PDU2latchup[2],PDU2latchup[3],PDU2latchup[4],PDU2latchup[5],PDU2latchup[6],PDU2latchup[7],PDU2latchup[8],PDU2device_type[0],PDU2device_type[1],PDU2device_type[2],PDU2device_type[3],PDU2device_type[4],PDU2device_type[5],PDU2device_type[6],PDU2device_type[7],PDU2device_status[0],PDU2device_status[1],PDU2device_status[2],PDU2device_status[3],PDU2device_status[4],PDU2device_status[5],PDU2device_status[6],PDU2device_status[7],PDU2wdt_cnt_gnd,PDU2wdt_cnt_i2c,PDU2wdt_cnt_can,PDU2wdt_cnt_csp[0],PDU2wdt_cnt_csp[1],PDU2wdt_gnd_left,PDU2wdt_i2c_left,PDU2wdt_can_left,PDU2wdt_csp_left[0],PDU2wdt_csp_left[1],current_in_mA[0],current_in_mA[1],current_in_mA[2],current_in_mA[3],current_in_mA[4],current_in_mA[5],voltage_in_mV[0],voltage_in_mV[1],voltage_in_mV[2],voltage_in_mV[3],voltage_in_mV[4],voltage_in_mV[5],vbat_mV,vcc_mV,temp[0],temp[1],temp[2],mppt_mode,vboost_mV[0],vboost_mV[1],vboost_mV[2],vboost_mV[3],vboost_mV[4],vboost_mV[5],power_mW[0],power_mW[1],power_mW[2],power_mW[3],power_mW[4],power_mW[5],dac_en_status[0],dac_en_status[1],dac_en_status[2],dac_raw_value[0],dac_raw_value[1],dac_raw_value[2],dac_raw_value[3],dac_raw_value[4],dac_raw_value[5],bootcause,bootcount,uptime,resetcause,mppt_time,mppt_period,device_type[0],device_type[1],device_type[2],device_type[3],device_type[4],device_type[5],device_type[6],device_type[7],device_status[0],device_status[1],device_status[2],device_status[3],device_status[4],device_status[5],device_status[6],device_status[7],wdt_cnt_gnd,wdt_gnd_left,BPX1c_charge,BPX1c_dcharge,BPX1c_heater,BPX1vbatt,BPX1bat_temp1,BPX1bat_temp2,BPX1bat_temp3,BPX1bat_temp4,BPX1bootcount,BPX1bootcause,BPX2c_charge,BPX2c_dcharge,BPX2c_heater,BPX2vbatt,BPX2bat_temp1,BPX2bat_temp2,BPX2bat_temp3,BPX2bat_temp4,BPX2bootcount,BPX2bootcause,iMCUTemperature,uMCUCurrent,uMCUVoltageInternal,uMCUSupplyVoltage,u5VSupplyVoltage,uBatteryVoltage,uHardwareVersionVoltage,uSRAM1Current,uSRAM2Current,uFPGACurrent1v5,uFRAMCurrent,uADCCurrent,uFlashCurrent,uRS485Current,uCANCurrent,uGyroCurrent,uRedundantGyroCurrent,Gyrodata0,uaWatchdogCounters[0],uaWatchdogCounters[1],uaWatchdogCounters[2],uaWatchdogCounters[3],uaWatchdogCounters[4],iMAG0MCUTemperature,uMAG0MCUCurrent,uMAG0MCUVoltage,iMAG0PrimaryTemperature,iMAG0RedundantTemperature,uMAG0BurnCurrent,MAGdata0,iMAG1MCUTemperature,uMAG1MCUCurrent,uMAG1MCUVoltage,iMAG1PrimaryTemperature,iMAG1RedundantTemperature,uMAG1BurnCurrent,MAGdata1,iSTR0MCUTemperature,uSTR0MCUCurrent,uSTR0MCUVoltage,uSTR0Current,uSTR0PeakCurrent,iSTR0PCBTemperature,STRdata0,uSTR0ErrorCode,iSTR1MCUTemperature,uSTR1MCUCurrent,uSTR1MCUVoltage,uSTR1Current,uSTR1PeakCurrent,iSTR1PCBTemperature,STRdata1,uSTR1ErrorCode,iFSS0MCUTemperature,uFSS0MCUCurrent,uFSS0MCUVoltage,uFSS0CAMcurrent,uFSS0SRAMcurrent,FSSdata0,iFSS1MCUTemperature,uFSS1MCUCurrent,uFSS1MCUVoltage,uFSS1CAMcurrent,uFSS1SRAMcurrent,FSSdata1,iFSS2MCUTemperature,uFSS2MCUCurrent,uFSS2MCUVoltage,uFSS2CAMcurrent,uFSS2SRAMcurrent,FSSdata2,iFSS3MCUTemperature,uFSS3MCUCurrent,uFSS3MCUVoltage,uFSS3CAMcurrent,uFSS3SRAMcurrent,FSSdata3,iRWL0MCUTemperature,uRWL0MCUCurrent,uRWL0BatteryVoltage,uRWL0BatteryCurrent,iRWL1MCUTemperature,uRWL1MCUCurrent,uRWL1BatteryVoltage,uRWL1BatteryCurrent,iRWL2MCUTemperature,uRWL2MCUCurrent,uRWL2BatteryVoltage,uRWL2BatteryCurrent,iRWL3MCUTemperature,uRWL3MCUCurrent,uRWL3BatteryVoltage,uRWL3BatteryCurrent,fMTQ1positivecurrentpeakmA,fMTQ1positivecurrentaveragemA,fMTQ1negativecurrentpeakmA,fMTQ1negativecurrentaveragemA,fMTQ2positivecurrentpeakmA,fMTQ2positivecurrentaveragemA,fMTQ2negativecurrentpeakmA,fMTQ2negativecurrentaveragemA,fMTQ3positivecurrentpeakmA,fMTQ3positivecurrentaveragemA,fMTQ3negativecurrentpeakmA,fMTQ3negativecurrentaveragemA,MTQdata0,eRWL0powerstate,eRWL1powerstate,eRWL2powerstate,eRWL3powerstate,eMAG0powerstate,eMAG1powerstate,eGYR0powerstate,eGYR1powerstate,eFSS0powerstate,eFSS1powerstate,eFSS2powerstate,eFSS3powerstate,eHSS0powerstate,eHSS1powerstate,eSTR0powerstate,eSTR1powerstate,eExtSensor0powerstate,eExtSensor1powerstate,eEXTGYR0powerstate,eEXTGYR1powerstate,iMTQ0openloopontimecommand,iMTQ1openloopontimecommand,iMTQ2openloopontimecommand,fRWL0openloopspeedcommand,fRWL1openloopspeedcommand,fRWL2openloopspeedcommand,fRWL3openloopspeedcommand,eOrbitmode,eADCSrunmode,eControlmode,uMagneticcontroltimeout,eDefaultADCSrunmode,eDefaultADCSoperationalstate,eDefaultcontrolmodeinOpStateSafe,eDefaultcontrolmodeinOpStateAuto,eMainestimatormode,eBackupestimatormode,uCSSTimeintegerseconds,uCSSTimenanoseconds,uCSS0rawmeasurement,uCSS1rawmeasurement,uCSS2rawmeasurement,uCSS3rawmeasurement,uCSS4rawmeasurement,uCSS5rawmeasurement,uCSS6rawmeasurement,uCSS7rawmeasurement,uCSS8rawmeasurement,uCSS9rawmeasurement,bCSSvalidflag,uRTCTimes,uRTCTimens,iRTCDriftns,fSatelliteECEFpositionvectorXcomponent,fSatelliteECEFpositionvectorYcomponent,fSatelliteECEFpositionvectorZcomponent,fSatelliteECEFvelocityvectorXcomponent,fSatelliteECEFvelocityvectorYcomponent,fSatelliteECEFvelocityvectorZcomponent,uGNSSsuppliedunixtimeintegerseconds,uGNSSsuppliedunixtimenanoseconds,uGPSweeknumber,uGNSSTimeofWeek,iGNSSUTCOffset,rGNSSdata0,uGYRTimeintegerseconds,uGYRTimenanoseconds,fGYR0rawrateXcomponent,fGYR0rawrateYcomponent,fGYR0rawrateZcomponent,fGYR1rawrateXcomponent,fGYR1rawrateYcomponent,fGYR1rawrateZcomponent,rGYRdata0,uMAGTimeintegerseconds,uMAGTimenanoseconds,iMAG0rawvectorXcomponent,iMAG0rawvectorYcomponent,iMAG0rawvectorZcomponent,iMAG1rawvectorXcomponent,iMAG1rawvectorYcomponent,iMAG1rawvectorZcomponent,rMAGdata0,uRWLTimeintegerseconds,uRWLTimenanoseconds,fRWL0measuredspeed,fRWL1measuredspeed,fRWL2measuredspeed,fRWL3measuredspeed,rRWLdata0,uSTRTimeintegerseconds,uSTRTimenanoseconds,rSTRdata0,rSTRdata1,uSTR0NumberDetectedStars,uSTR0NumberIdentifiedStars,iSTR0AngularRateX,iSTR0AngularRateY,iSTR0AngularRateZ,rSTRdata2,rSTRdata3,uSTR1NumberDetectedStars,uSTR1NumberIdentifiedStars,iSTR1AngularRateX,iSTR1AngularRateY,iSTR1AngularRateZ,uFSSTimeintegerseconds,uFSSTimenanoseconds,iFSS0alphaangle,iFSS0betaangle,eFSS0captureresult,eFSS0detectionresult,iFSS1alphaangle,iFSS1betaangle,eFSS1captureresult,eFSS1detectionresult,iFSS2alphaangle,iFSS2betaangle,eFSS2captureresult,eFSS2detectionresult,iFSS3alphaangle,iFSS3betaangle,eFSS3captureresult,eFSS3detectionresult,rFSSdata0,uEstTimeintegerseconds,uEstTimenanoseconds,iEstimatedrollangle,iEstimatedpitchangle,iEstimatedyawangle,iEstimatedORCquaternionQ0,iEstimatedORCquaternionQ1,iEstimatedORCquaternionQ2,iEstimatedORCquaternionQ3,iEstimatedgyrobiasXcomponent,iEstimatedgyrobiasYcomponent,iEstimatedgyrobiasZcomponent,iEstimatedbodyrateORCXcomponent,iEstimatedbodyrateORCYcomponent,iEstimatedbodyrateORCZcomponent,iEstimatedbodyrateIRCXcomponent,iEstimatedbodyrateIRCYcomponent,iEstimatedbodyrateIRCZcomponent,fEstimatedgyroscopictorqueXcomponent,fEstimatedgyroscopictorqueYcomponent,fEstimatedgyroscopictorqueZcomponent,iInnovationvectorXcomponent,iInnovationvectorYcomponent,iInnovationvectorZcomponent,iStdDevofestimatedrateXcomponent,iStdDevofestimatedrateYcomponent,iStdDevofestimatedrateZcomponent,iStdDevofestimatedquaternionQ0component,iStdDevofestimatedquaternionQ1component,iStdDevofestimatedquaternionQ2component,eActiveestimatormode,uGYRTimeintegerseconds,uGYRTimenanoseconds,fGYR0calibratedrateXcomponent,fGYR0calibratedrateYcomponent,fGYR0calibratedrateZcomponent,fGYR1calibratedrateXcomponent,fGYR1calibratedrateYcomponent,fGYR1calibratedrateZcomponent,fEXTGYR0calibratedrateXcomponent,fEXTGYR0calibratedrateYcomponent,fEXTGYR0calibratedrateZcomponent,fEXTGYR1calibratedrateXcomponent,fEXTGYR1calibratedrateYcomponent,fEXTGYR1calibratedrateZcomponent,cGYRdata0
1,0,3,237,237,15,240,4,4,39,1785970100,0,1,0,0,1785969976,1785957740,1,34464,-4,4,59,3,15705,181454,0,0,0,0,01,0,246,249,0,0,0,0,0,2,330,1785970001,662152,2,0,222,203,-118,-4387,189347,6478,46413554,107510,4,0,158323,143,173,257,255,2299002880,12416,3942646292,2049825410,-30976,8984,-9216,32256,64,0,4352,251725056,42,49,6,48,18,160,-20,3,-12,6,4,6,9,0,0,0,0,32527,32589,259,32582,274,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,375,374,256,4,662163,512,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32596,-121,137,32593,0,0,7,2,2,1,4,6,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,592544,0,5992,5,5,347,210,3,3,392,55,238,106,59,1,0,-1,-2,3361,12044,3375,5020,3390,5023,168,3390,0,3279,32601,392,1,1,1,1,1,1,1,1,1,0,1,0,1,3,662156,768,4,6,0,0,0,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2685012224,0,1359085568,5,5,4,-9,-1,3,-2,-1,0,2,-1,0,364,0,0,0,0,363,0,0,3280,32618,370,0,0,0,0,0,0,0,0,0,0,0,0,1,3,662159,768,4,0,0,0,1,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2701789440,0,1359085568,5,5,540,532,541,541,540,543,3935,3912,3876,3919,3945,3936,32593,3279,412,404,405,2,4005,4005,4005,4005,4005,4005,2124,2081,2096,2120,2130,2137,1,1,1,147,147,147,147,147,147,1,4,662158,0,22,49,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,0,592545,1,1,0,32619,12,12,12,11,3,5,1,1,0,32600,12,12,13,13,3,5,600,2600,3304,3302,5000,11925,498,0,85,205,235,315,45,85,680,1820,0,0,0,0,0,0,0,-1200,1000,3283,-1293,-850,0,1,0,0,0,0,0,0,0,200,1600,3278,500,500,0,3,0,0,0,0,0,0,0,0,0,3000,800,3263,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2800,11962,1100,1200,2800,11926,1200,1400,2800,11985,1100,1100,2800,11948,1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.901388,1.272720,32,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1,13,65535,1,0,1,13,6,0,1785969998,600000000,3,3,17,7,8,7,3,6,18,104,1,1785969998,770111083,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,4,1785969998,600000000,0.017500,-0.117500,0.057500,0.000000,0.000000,0.000000,1,1785969998,600000000,-2024,460,-1638,0,0,0,1,1785969998,600000000,984.960754,-1015.777832,965.563904,-1034.723999,15,1785969998,600000000,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1785969998,600000000,6,16,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1785969998,600000000,-3484,-5456,1841,-3304,-3946,34,8685,537,-1181,103,2,5,1,0,0,-3,0.000000,0.000000,0.000000,-29,-5,0,0,0,1,0,0,0,6,1785969998,600000000,0.057500,-0.117500,-0.017500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,0,3,237,237,15,240,4,4,31,1785970100,0,1,0,0,1785969976,1785957740,1,34464,-4,4,59,3,15705,181454,0,0,0,0,01,0,247,250,0,0,0,0,0,2,330,1785970009,662160,2,0,222,206,-120,-6034,189351,6478,46414542,107510,4,0,158323,143,173,257,255,2299002880,12416,4009755156,2049825414,25344,8984,-9216,-32768,65,0,4608,268502272,42,49,6,48,18,157,-20,0,-12,9,7,6,9,0,0,0,0,32588,32574,275,32582,274,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,375,374,256,4,662171,512,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32596,-122,133,32593,0,0,7,2,2,1,4,6,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,592536,0,5993,5,5,343,210,3,3,395,61,247,109,62,1,3,-1,-2,3377,12044,3375,5020,3390,5023,168,3390,0,3277,32586,392,1,1,1,1,1,1,1,1,1,0,1,0,1,3,662164,768,4,6,0,0,0,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2550794496,0,1359085568,5,5,4,-9,-1,3,-2,-1,-3,2,-1,0,364,0,0,0,0,363,0,0,3280,32603,370,0,0,0,0,0,0,0,0,0,0,0,0,1,3,662167,768,4,0,0,0,1,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2567571712,0,1359085568,5,5,540,532,541,540,540,543,3976,3954,3973,3974,3973,4019,32624,3275,412,404,406,2,4059,4059,4059,4059,4059,4059,2147,2103,2149,2145,2145,2182,1,1,1,147,147,147,147,147,147,1,4,662167,0,22,49,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,0,592536,1,1,0,32619,13,12,12,11,3,5,1,1,0,32600,12,12,13,13,3,5,600,2605,3295,3293,4996,11950,498,0,80,205,235,310,45,85,680,1825,0,0,0,0,0,0,0,-1100,1100,3266,-1284,-850,0,1,0,0,0,0,0,0,0,200,1600,3267,1400,1400,0,3,0,0,0,0,0,0,0,0,0,3100,800,3252,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,2800,11974,1000,1300,2800,11933,1100,1500,2800,11991,1100,1000,2800,11911,1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.121168,1.315225,32,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1,13,65535,1,0,1,13,6,0,1785970006,800000000,3,3,17,7,8,6,3,6,18,104,1,1785970007,83435058,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,4,1785970006,800000000,0.017500,-0.115000,0.052500,0.000000,0.000000,0.000000,1,1785970006,800000000,-2002,503,-1639,0,0,0,1,1785970006,800000000,986.670288,-1015.847473,965.141052,-1033.664551,15,1785970007,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1785970007,0,5,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1785970007,0,-3485,-5403,1822,-3298,-3911,34,8703,536,-1180,102,1,6,1,-1,1,-3,0.000000,0.000000,-0.000000,-30,-4,0,0,0,1,0,0,0,6,1785970007,0,0.047500,-0.110000,-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1,0,3,237,237,15,240,4,4,22,1785970100,0,1,0,0,1785969976,1785957740,1,34464,-4,4,59,3,15705,181454,0,0,0,0,01,0,248,250,0,0,0,0,0,2,330,1785970018,662169,2,0,223,206,-119,-3429,189355,6478,46415530,107510,4,0,158323,143,173,257,255,2332557312,12416,4076864020,2049825418,16128,8984,-9216,-22784,84,2,50434,2583758080,42,49,9,48,18,269,-20,0,-12,6,10,9,9,0,0,0,0,32588,32559,259,32567,259,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,377,375,256,4,662180,512,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32566,-121,49,32581,0,0,7,2,2,1,4,6,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,592527,0,5992,5,5,370,321,3,3,386,58,271,768,59,1,0,-1,-2,3361,12044,3375,5005,3390,5023,153,3390,0,3277,32571,395,1,1,1,1,1,1,1,1,1,0,1,0,1,3,662172,768,4,6,0,0,0,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2416576768,0,1359085568,5,5,4,-9,-1,0,-2,-1,-3,2,-1,0,364,0,0,0,0,363,0,0,3280,32603,370,0,0,0,0,0,0,0,0,0,0,0,0,1,3,662176,768,4,0,0,0,1,0,0,0,0,0,7,2,2,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2416576768,0,1359085568,5,5,539,531,540,540,539,542,4337,4341,4317,4376,4345,4366,32593,3279,412,404,406,2,4435,4435,4435,4435,4435,4435,2337,2305,2331,2363,2341,2366,1,1,1,165,165,165,165,165,165,1,4,662175,0,22,49,7,1,1,3,3,3,4,0,1,1,1,1,1,1,1,0,0,592528,1,1,0,32619,12,12,12,11,3,5,1,1,0,32600,12,12,13,13,3,5,600,2595,3302,3302,4996,11925,498,0,80,205,235,310,45,85,680,1820,0,0,0,0,0,0,0,-1100,1100,3281,-1277,-850,0,1,0,0,0,0,0,0,0,200,1600,3278,500,500,0,3,0,0,0,0,0,0,0,0,0,3000,800,3269,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2800,11969,1100,1300,2800,11924,1200,1400,2800,11984,1100,1100,2800,11943,1000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.121168,1.319852,32,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,1,13,65535,1,0,1,13,6,0,1785970015,200000000,4,3,17,7,8,7,3,6,18,104,1,1785970015,380340576,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,4,1785970015,200000000,0.020000,-0.112500,0.055000,0.000000,0.000000,0.000000,1,1785970015,200000000,-1979,545,-1640,0,0,0,1,1785970015,200000000,986.025208,-1015.800781,966.354065,-1033.123535,15,1785970015,200000000,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1785970015,200000000,4,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1785970015,200000000,-3485,-5352,1803,-3291,-3878,34,8720,536,-1180,101,2,6,1,0,1,-3,0.000000,0.000000,0.000000,-30,-3,0,0,0,1,0,0,0,6,1785970015,200000000,0.055000,-0.112500,-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
